"NAME","C24010_005E","C24010_006E","C24010_007E","C24010_012E","C24010_013E","C24010_014E","C24010_015E","C24010_016E","C24010_020E","C24010_022E","C24010_023E","C24010_024E","C24010_025E","C24010_026E","C24010_028E","C24010_029E","C24010_030E","C24010_034E","C24010_041E","C24010_042E","C24010_043E","C24010_048E","C24010_049E","C24010_050E","C24010_051E","C24010_052E","C24010_056E","C24010_058E","C24010_059E","C24010_060E","C24010_061E","C24010_062E","C24010_064E","C24010_065E","C24010_066E","C24010_070E","B03002_003E","B03002_004E","B03002_006E","B03002_002E","B03002_012E","state","county","tract","block group"
"Block Group 2, Census Tract 4323, Alameda County, California",33,0,9,0,0,7,6,0,0,0,8,0,19,0,22,0,8,73,11,0,9,20,0,0,19,0,0,25,0,0,11,7,34,43,0,45,236,10,78,368,316,"06","001","432300","2"
"Block Group 3, Census Tract 4323, Alameda County, California",71,12,128,74,17,17,7,0,0,12,0,38,36,0,62,89,112,23,60,49,7,26,0,57,0,44,6,19,0,0,12,40,60,124,0,66,385,303,920,1727,797,"06","001","432300","3"
"Block Group 1, Census Tract 4371.01, Alameda County, California",125,111,208,23,10,9,10,70,0,24,0,43,39,10,147,93,24,43,178,84,68,27,0,49,10,125,55,0,0,100,8,79,153,138,9,34,454,182,2135,3099,323,"06","001","437101","1"
"Block Group 2, Census Tract 4371.01, Alameda County, California",19,18,60,0,0,10,0,0,0,0,8,21,0,0,18,22,70,126,0,26,10,0,27,17,8,29,23,0,0,48,0,75,62,82,6,34,255,46,1094,1510,366,"06","001","437101","2"
"Block Group 3, Census Tract 4371.01, Alameda County, California",24,33,37,0,0,0,0,14,0,0,0,68,0,33,79,38,108,36,60,12,14,15,0,31,0,10,0,0,0,25,28,68,18,83,0,11,292,199,394,1100,788,"06","001","437101","3"
"Block Group 2, Census Tract 4371.02, Alameda County, California",2,0,48,0,0,13,0,26,0,0,0,25,23,0,40,46,65,184,21,19,13,0,7,10,14,69,8,0,0,25,49,36,67,75,0,68,184,86,761,1175,761,"06","001","437102","2"
"Block Group 3, Census Tract 4371.02, Alameda County, California",29,14,18,9,0,25,0,0,0,33,0,11,10,0,51,125,12,71,8,0,0,9,34,71,5,0,22,0,0,0,0,11,15,133,0,0,204,112,505,863,434,"06","001","437102","3"
"Block Group 1, Census Tract 4371.02, Alameda County, California",9,0,0,0,0,11,0,0,0,0,0,29,7,4,11,19,67,217,24,0,0,0,0,29,0,8,3,0,0,33,42,19,10,39,0,38,75,191,547,978,375,"06","001","437102","1"
"Block Group 1, Census Tract 4377.01, Alameda County, California",0,0,8,0,0,0,0,0,0,0,0,0,0,0,19,10,70,30,0,0,0,0,0,0,0,0,0,10,0,0,0,6,25,76,0,21,54,201,20,319,344,"06","001","437701","1"
"Block Group 2, Census Tract 4377.01, Alameda County, California",60,7,33,0,0,18,17,0,0,0,0,64,32,16,16,31,167,324,23,0,16,0,0,7,0,22,62,15,0,42,39,0,14,128,12,33,341,72,271,938,1148,"06","001","437701","2"
"Block Group 3, Census Tract 4377.01, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0,18,17,0,11,14,98,43,0,0,0,0,0,0,0,0,7,0,0,0,0,0,78,10,0,54,43,98,12,256,740,"06","001","437701","3"
"Block Group 1, Census Tract 4377.02, Alameda County, California",11,0,0,0,0,4,0,10,10,11,0,33,53,0,0,80,305,203,0,26,10,0,0,45,0,23,19,0,0,25,82,32,61,95,0,83,94,83,373,631,2042,"06","001","437702","1"
"Block Group 2, Census Tract 4377.02, Alameda County, California",5,16,0,0,0,0,0,0,38,10,0,70,105,7,0,0,216,176,7,14,0,13,0,0,0,31,15,0,0,52,74,0,5,97,0,117,85,44,225,423,1708,"06","001","437702","2"
"Block Group 1, Census Tract 4382.03, Alameda County, California",64,12,40,0,0,7,0,0,0,9,0,54,18,0,25,14,17,60,41,43,0,0,0,0,0,35,31,0,0,11,35,28,34,74,0,16,591,25,609,1316,313,"06","001","438203","1"
"Block Group 2, Census Tract 4382.03, Alameda County, California",16,51,21,64,0,0,7,0,0,10,13,50,0,21,41,104,69,260,18,6,22,0,0,17,0,36,100,0,0,49,23,55,65,136,0,28,201,174,1533,1975,691,"06","001","438203","2"
"Block Group 1, Census Tract 4382.04, Alameda County, California",9,0,76,13,0,9,6,23,48,11,41,10,10,37,24,57,83,93,86,8,0,14,0,12,37,54,27,0,0,31,40,28,35,19,22,13,216,214,402,1094,699,"06","001","438204","1"
"Block Group 2, Census Tract 4382.04, Alameda County, California",33,19,17,0,0,0,0,0,0,0,0,7,45,0,19,13,90,20,8,9,0,0,0,30,0,7,9,0,0,0,0,9,43,82,0,0,234,129,376,901,217,"06","001","438204","2"
"Block Group 3, Census Tract 4382.04, Alameda County, California",52,8,77,6,7,29,46,0,8,11,0,0,50,0,13,78,113,221,44,57,39,0,0,11,9,85,48,0,0,9,0,45,35,153,0,39,469,155,1175,1929,627,"06","001","438204","3"
"Block Group 1, Census Tract 4403.33, Alameda County, California",78,14,110,0,9,35,5,37,8,6,0,3,15,0,62,48,3,41,56,55,9,5,7,47,4,69,4,8,0,0,0,11,17,72,0,25,275,143,1198,1772,51,"06","001","440333","1"
"Block Group 2, Census Tract 4403.33, Alameda County, California",8,6,49,0,0,4,3,23,7,41,0,0,9,6,28,20,35,194,28,23,0,0,0,52,12,34,9,0,0,15,0,73,8,55,0,40,189,69,809,1141,109,"06","001","440333","2"
"Block Group 1, Census Tract 4403.34, Alameda County, California",42,29,33,0,0,29,0,32,23,25,0,49,6,0,46,27,100,142,46,4,17,13,0,41,0,165,63,0,0,61,0,12,81,27,0,31,354,12,1193,1818,144,"06","001","440334","1"
"Block Group 2, Census Tract 4403.34, Alameda County, California",79,9,80,0,0,29,8,21,11,21,0,19,0,9,68,30,102,133,54,17,15,0,0,41,0,104,72,0,0,0,0,85,17,92,8,40,310,193,1467,2134,440,"06","001","440334","2"
"Block Group 1, Census Tract 4403.35, Alameda County, California",79,86,438,0,0,0,0,0,0,11,36,30,0,0,141,129,2,22,99,91,113,23,0,0,0,213,55,0,0,0,0,0,75,98,0,24,763,190,2121,3221,0,"06","001","440335","1"
"Block Group 2, Census Tract 4403.35, Alameda County, California",122,14,429,0,0,36,14,0,0,6,0,9,25,31,18,154,92,351,241,75,70,0,0,46,0,69,76,0,0,0,0,0,19,125,0,6,493,85,2205,3119,639,"06","001","440335","2"
"Block Group 1, Census Tract 4403.36, Alameda County, California",13,0,144,0,0,9,16,14,0,62,0,16,0,0,63,64,101,154,29,0,65,4,8,36,34,86,3,0,0,8,34,107,88,65,0,17,283,266,928,1565,540,"06","001","440336","1"
"Block Group 2, Census Tract 4403.36, Alameda County, California",67,36,120,0,12,8,0,24,0,0,0,60,13,4,62,76,196,73,72,23,19,14,21,17,15,117,30,0,0,58,38,12,93,114,0,38,616,218,1342,2277,567,"06","001","440336","2"
"Block Group 1, Census Tract 4415.23, Alameda County, California",43,0,292,0,0,7,0,9,0,0,0,12,0,0,12,30,9,9,17,8,147,0,9,26,0,10,0,0,0,0,0,33,21,6,0,28,173,112,1261,1559,50,"06","001","441523","1"
"Block Group 2, Census Tract 4415.23, Alameda County, California",25,7,220,0,0,9,0,20,0,0,0,37,0,9,10,7,30,33,69,24,61,0,0,51,0,44,0,0,0,0,10,9,20,42,0,9,98,8,1091,1276,105,"06","001","441523","2"
"Block Group 3, Census Tract 4415.23, Alameda County, California",45,60,169,0,0,0,6,9,13,0,0,0,0,0,46,0,28,10,35,9,86,0,0,25,0,51,0,0,0,43,0,0,32,26,0,0,38,55,1076,1317,29,"06","001","441523","3"
"Block Group 1, Census Tract 4415.24, Alameda County, California",103,68,380,0,0,28,11,21,0,0,0,0,0,0,31,23,41,10,90,30,147,0,0,53,8,65,13,0,0,6,0,24,42,34,11,0,181,68,2148,2467,188,"06","001","441524","1"
"Block Group 2, Census Tract 4415.24, Alameda County, California",68,11,349,0,0,0,0,0,0,9,0,13,0,0,0,0,7,0,60,84,43,14,0,47,0,22,0,0,0,9,0,15,4,29,0,0,245,11,1496,1768,9,"06","001","441524","2"
"Block Group 1, Census Tract 4419.24, Alameda County, California",178,44,595,17,0,16,0,0,0,0,0,19,0,0,13,14,13,20,86,123,197,30,0,16,0,48,0,0,0,0,0,0,14,30,0,14,307,16,2302,2715,125,"06","001","441924","1"
"Block Group 2, Census Tract 4419.24, Alameda County, California",27,13,145,14,14,28,26,0,0,0,0,15,0,0,56,48,0,50,44,84,95,14,0,0,0,56,14,7,0,0,0,16,14,101,0,0,338,0,844,1233,156,"06","001","441924","2"
"Block Group 3, Census Tract 4419.24, Alameda County, California",77,40,163,0,0,73,0,0,0,0,0,32,0,0,92,64,166,34,47,13,114,0,0,29,19,49,0,0,0,0,15,65,63,181,0,18,941,61,936,2173,631,"06","001","441924","3"
"Block Group 4, Census Tract 4419.24, Alameda County, California",52,15,71,0,0,0,56,12,0,0,0,0,0,0,18,0,0,40,25,0,52,12,0,84,12,0,0,0,0,20,0,16,17,14,0,0,332,13,583,997,0,"06","001","441924","4"
"Block Group 1, Census Tract 4419.25, Alameda County, California",94,129,910,0,0,15,0,29,0,0,5,13,0,14,109,114,0,77,183,103,339,11,12,66,8,103,15,0,0,0,0,0,137,122,0,27,540,88,2789,3503,378,"06","001","441925","1"
"Block Group 2, Census Tract 4419.25, Alameda County, California",87,62,761,0,0,17,39,17,0,0,0,0,0,0,11,38,81,39,43,41,174,0,0,26,54,42,28,8,0,0,0,17,47,41,16,22,742,48,1998,2992,47,"06","001","441925","2"
"Block Group 1, Census Tract 4419.26, Alameda County, California",25,3,277,0,0,23,0,14,0,0,22,0,22,0,40,44,56,186,47,2,123,9,0,32,0,10,45,0,0,0,9,67,31,87,0,37,301,108,1296,1809,632,"06","001","441926","1"
"Block Group 2, Census Tract 4419.26, Alameda County, California",40,19,300,0,23,8,15,16,0,16,0,72,14,10,13,19,46,68,44,6,41,0,7,45,0,25,13,0,0,7,80,9,28,52,0,2,121,65,982,1269,746,"06","001","441926","2"
"Block Group 1, Census Tract 4419.27, Alameda County, California",81,68,478,0,0,8,26,0,0,0,0,42,29,0,43,52,0,67,70,28,99,38,7,14,8,17,20,0,0,8,36,23,74,78,0,57,356,45,1974,2456,517,"06","001","441927","1"
"Block Group 2, Census Tract 4419.27, Alameda County, California",89,28,257,0,0,0,0,7,0,0,0,0,0,0,44,0,12,32,44,55,148,11,0,8,0,40,0,0,0,0,11,9,46,45,0,7,213,107,1163,1571,8,"06","001","441927","2"
"Block Group 3, Census Tract 4423.01, Alameda County, California",35,12,236,0,0,0,0,36,0,0,6,7,0,34,8,35,64,118,31,26,25,27,24,51,6,15,37,0,8,0,30,41,70,30,0,7,564,96,1193,2041,238,"06","001","442301","3"
"Block Group 1, Census Tract 4423.01, Alameda County, California",30,25,118,0,0,32,0,50,0,0,0,0,0,12,32,69,13,90,59,23,74,6,0,25,0,57,22,0,0,0,0,11,34,35,0,49,246,82,941,1336,290,"06","001","442301","1"
"Block Group 2, Census Tract 4423.01, Alameda County, California",7,7,70,0,0,0,0,0,0,0,0,30,21,0,7,25,78,72,0,14,0,0,0,0,0,16,0,0,0,46,0,0,32,38,0,16,244,0,437,687,356,"06","001","442301","2"
"Block Group 1, Census Tract 4423.02, Alameda County, California",123,0,231,0,0,21,0,0,0,0,0,7,8,0,49,43,6,18,143,69,62,17,0,66,15,0,16,10,0,0,42,8,26,66,28,7,459,247,1194,2032,100,"06","001","442302","1"
"Block Group 2, Census Tract 4423.02, Alameda County, California",43,48,145,0,0,18,8,9,0,6,0,0,0,19,7,25,29,61,26,63,16,0,21,30,12,30,0,0,0,34,0,33,81,56,0,14,148,212,1298,1784,243,"06","001","442302","2"
"Block Group 3, Census Tract 4423.02, Alameda County, California",27,32,55,11,0,17,0,16,21,0,0,26,0,0,76,32,43,95,25,40,14,0,0,46,8,33,6,16,0,49,12,14,117,107,0,40,595,106,721,1449,380,"06","001","442302","3"
"Block Group 1, Census Tract 4426.01, Alameda County, California",48,13,141,13,0,16,0,0,0,10,0,19,21,0,17,0,20,40,22,70,41,12,0,52,0,18,7,0,0,0,0,20,15,28,0,0,502,0,459,984,487,"06","001","442601","1"
"Block Group 2, Census Tract 4426.01, Alameda County, California",129,59,168,0,26,11,0,32,0,8,0,5,37,3,99,53,46,49,118,77,81,25,9,15,45,16,0,6,0,27,27,35,48,164,0,3,796,45,1164,2154,436,"06","001","442601","2"
"Block Group 1, Census Tract 4426.02, Alameda County, California",106,9,127,0,0,7,0,0,0,0,0,7,42,17,44,59,210,82,48,19,36,29,0,60,0,10,21,0,0,25,0,49,124,48,0,34,675,170,775,1642,1033,"06","001","442602","1"
"Block Group 2, Census Tract 4426.02, Alameda County, California",110,14,254,7,0,27,0,0,0,0,0,10,0,19,74,53,29,69,82,77,11,10,16,17,18,16,32,0,0,8,0,44,55,133,0,9,963,112,763,1889,383,"06","001","442602","2"
"Block Group 1, Census Tract 4431.04, Alameda County, California",70,10,156,0,7,0,21,11,0,0,0,0,0,0,37,19,8,39,39,25,89,0,24,43,12,9,8,0,0,0,0,5,9,18,0,9,280,0,1181,1531,41,"06","001","443104","1"
"Block Group 2, Census Tract 4431.04, Alameda County, California",11,24,171,0,0,0,0,0,0,0,0,32,20,0,91,25,43,24,8,15,58,0,0,12,0,8,16,0,0,0,0,7,26,29,0,9,140,16,1098,1254,67,"06","001","443104","2"
"Block Group 3, Census Tract 4431.04, Alameda County, California",193,55,207,27,0,27,18,7,0,0,0,0,0,0,29,30,6,46,69,64,113,33,0,50,26,24,0,0,0,0,0,48,18,8,6,19,532,24,1876,2551,91,"06","001","443104","3"
"Block Group 1, Census Tract 4431.05, Alameda County, California",89,17,193,0,0,0,18,28,0,7,0,15,0,0,33,9,18,18,56,94,48,12,0,29,0,81,15,0,0,0,0,7,13,44,0,24,213,64,1370,1747,0,"06","001","443105","1"
"Block Group 2, Census Tract 4431.05, Alameda County, California",161,15,360,0,0,21,25,10,0,0,0,0,12,0,55,78,22,28,97,102,110,0,0,48,47,44,0,0,0,31,0,0,83,85,0,16,370,0,2295,2746,0,"06","001","443105","2"
"Block Group 1, Census Tract 4433.21, Alameda County, California",67,0,130,0,0,0,0,7,0,0,0,0,0,0,5,19,0,0,14,13,80,0,0,28,11,0,0,0,0,0,0,21,5,18,0,0,99,0,618,739,43,"06","001","443321","1"
"Block Group 2, Census Tract 4433.21, Alameda County, California",88,7,383,21,6,29,8,0,0,0,0,47,7,0,41,58,40,28,81,12,70,10,0,36,10,0,21,20,0,46,0,36,62,66,0,29,215,45,1939,2265,381,"06","001","443321","2"
"Block Group 1, Census Tract 4433.22, Alameda County, California",34,18,227,10,5,0,11,8,0,16,0,4,11,11,44,21,41,23,60,40,81,0,11,66,6,10,0,0,0,5,7,19,41,65,0,21,315,12,1360,1799,35,"06","001","443322","1"
"Block Group 2, Census Tract 4433.22, Alameda County, California",40,5,141,12,0,11,5,0,0,0,0,0,0,0,19,5,16,47,53,20,43,0,4,18,0,35,5,7,0,19,8,0,31,71,0,0,330,68,779,1260,102,"06","001","443322","2"
"Block Group 1, Census Tract 4443.01, Alameda County, California",35,26,116,0,23,0,0,9,10,17,11,10,15,0,13,41,104,130,14,42,0,7,9,76,0,45,0,0,0,0,0,46,37,113,0,34,800,34,509,1535,487,"06","001","444301","1"
"Block Group 2, Census Tract 4443.01, Alameda County, California",80,65,137,0,0,44,22,41,0,0,0,18,0,20,0,34,117,132,33,63,9,24,0,38,8,28,9,18,0,19,0,0,17,52,0,35,568,183,567,1366,776,"06","001","444301","2"
"Block Group 3, Census Tract 4201, Alameda County, California",17,9,29,0,5,3,19,23,0,0,0,5,0,0,6,10,0,8,46,10,0,24,11,23,4,5,5,0,0,12,4,14,0,14,0,16,392,19,145,632,47,"06","001","420100","3"
"Block Group 1, Census Tract 4201, Alameda County, California",77,17,38,0,10,36,22,20,0,0,0,4,0,0,23,7,5,26,53,37,28,32,23,15,12,22,9,0,0,0,0,21,15,7,5,17,540,22,313,969,102,"06","001","420100","1"
"Block Group 2, Census Tract 4201, Alameda County, California",27,6,33,0,5,8,22,14,0,0,0,15,4,0,25,0,12,6,36,9,5,14,8,12,10,17,0,6,0,15,0,22,22,21,0,7,520,30,68,665,19,"06","001","420100","2"
"Block Group 2, Census Tract 4229, Alameda County, California",46,0,204,0,47,200,0,18,0,17,0,0,5,0,5,39,33,54,13,79,180,27,19,128,37,0,42,0,0,54,20,17,51,155,0,0,903,632,825,2555,220,"06","001","422900","2"
"Block Group 1, Census Tract 4229, Alameda County, California",19,10,204,18,0,74,0,0,0,38,19,16,20,0,53,29,0,18,109,42,75,0,0,148,0,14,31,6,0,16,0,17,38,83,0,58,986,27,1039,2266,126,"06","001","422900","1"
"Block Group 2, Census Tract 4368, Alameda County, California",21,14,0,26,0,42,0,6,0,0,9,6,0,0,72,81,60,272,33,0,0,25,0,33,0,8,29,0,0,61,4,56,8,43,0,8,303,266,330,1021,781,"06","001","436800","2"
"Block Group 1, Census Tract 4368, Alameda County, California",0,42,23,0,0,10,0,27,10,39,0,111,100,8,73,45,64,137,44,32,17,0,0,37,0,36,81,0,0,161,28,28,56,20,9,146,264,266,475,1113,1264,"06","001","436800","1"
"Block Group 1, Census Tract 4364.01, Alameda County, California",37,0,20,0,0,13,45,0,0,0,0,36,15,12,12,0,40,35,55,27,18,32,0,15,0,0,0,0,0,28,16,0,0,97,0,0,478,44,215,950,61,"06","001","436401","1"
"Block Group 4, Census Tract 4364.01, Alameda County, California",59,0,11,0,0,0,0,0,0,0,0,0,38,0,101,0,172,49,51,27,0,60,0,0,0,61,29,0,0,0,29,20,19,33,0,0,539,128,421,1124,493,"06","001","436401","4"
"Block Group 2, Census Tract 4364.01, Alameda County, California",87,15,41,0,16,29,24,0,0,0,0,25,17,0,10,0,64,144,24,101,0,47,0,80,20,98,8,0,0,24,0,114,108,23,0,15,727,471,253,1587,760,"06","001","436401","2"
"Block Group 5, Census Tract 4364.01, Alameda County, California",32,7,59,0,0,0,9,22,0,0,9,0,0,0,0,15,24,72,14,41,0,0,11,23,0,91,0,0,0,0,7,0,55,11,0,0,206,147,296,709,246,"06","001","436401","5"
"Block Group 3, Census Tract 4364.01, Alameda County, California",0,0,31,14,0,20,65,0,0,21,0,25,16,21,73,18,142,228,17,28,13,0,0,0,24,36,0,0,0,21,43,52,0,74,0,0,528,217,276,1241,587,"06","001","436401","3"
"Block Group 3, Census Tract 4104, Alameda County, California",40,31,26,3,0,0,8,10,0,0,15,51,24,0,0,73,125,22,14,34,0,50,11,33,9,30,12,0,0,21,27,21,46,91,0,23,172,413,265,882,854,"06","001","410400","3"
"Block Group 1, Census Tract 4104, Alameda County, California",10,0,0,0,0,21,0,0,0,0,16,9,13,0,78,26,152,69,21,0,0,0,0,31,0,0,0,13,0,66,36,0,32,19,0,39,31,384,21,457,822,"06","001","410400","1"
"Block Group 2, Census Tract 4104, Alameda County, California",22,0,0,0,0,0,27,0,0,0,0,34,0,0,49,38,15,35,25,0,20,0,0,7,0,0,15,0,0,0,11,25,66,90,0,23,46,723,62,853,278,"06","001","410400","2"
"Block Group 2, Census Tract 4240.01, Alameda County, California",26,20,53,0,11,19,46,0,0,11,8,45,34,0,29,27,12,16,32,49,31,22,20,66,8,8,0,0,0,15,35,39,52,35,0,0,492,212,130,934,179,"06","001","424001","2"
"Block Group 1, Census Tract 4240.01, Alameda County, California",21,19,70,9,0,18,36,9,0,10,0,0,0,0,6,37,7,68,0,0,0,0,9,19,52,8,6,0,0,26,0,20,40,68,0,17,494,260,96,948,60,"06","001","424001","1"
"Block Group 4, Census Tract 4240.01, Alameda County, California",18,0,37,0,0,33,17,0,0,0,0,21,14,0,26,24,28,40,33,0,0,33,0,74,16,22,0,0,0,40,13,29,7,36,0,8,368,416,157,982,115,"06","001","424001","4"
"Block Group 3, Census Tract 4240.01, Alameda County, California",59,15,37,19,0,47,31,7,0,21,0,0,31,26,27,52,22,12,56,15,13,0,0,17,34,0,27,9,0,38,19,18,57,32,0,0,580,150,42,815,287,"06","001","424001","3"
"Block Group 3, Census Tract 4327, Alameda County, California",64,0,34,0,12,15,0,31,0,17,0,0,14,0,20,7,19,0,35,0,21,16,8,0,0,0,7,6,0,25,0,9,12,49,0,0,440,81,148,688,183,"06","001","432700","3"
"Block Group 2, Census Tract 4327, Alameda County, California",0,0,32,23,0,0,0,0,0,12,0,34,0,20,68,14,0,32,8,0,34,9,0,12,11,22,0,0,16,16,0,0,7,64,0,7,230,64,216,569,367,"06","001","432700","2"
"Block Group 1, Census Tract 4327, Alameda County, California",23,0,56,0,11,29,24,13,0,0,0,16,0,18,21,11,0,44,23,74,19,11,15,53,21,6,0,0,0,0,0,13,0,21,0,10,545,6,129,802,234,"06","001","432700","1"
"Block Group 2, Census Tract 4415.03, Alameda County, California",91,35,274,8,11,0,0,13,0,0,0,25,0,23,58,10,0,17,64,63,53,0,0,31,0,71,0,0,0,0,0,44,16,76,0,0,317,0,1423,1910,103,"06","001","441503","2"
"Block Group 1, Census Tract 4415.03, Alameda County, California",206,93,769,10,10,11,22,10,0,13,20,18,10,0,100,25,8,42,95,157,257,35,8,68,8,43,0,0,0,4,0,38,51,152,0,0,254,107,4042,4655,91,"06","001","441503","1"
"Block Group 3, Census Tract 4506.05, Alameda County, California",51,31,75,0,41,0,0,0,0,0,0,10,0,14,22,0,19,11,16,24,23,11,0,62,0,35,0,0,0,12,0,22,28,36,0,0,856,0,139,1063,167,"06","001","450605","3"
"Block Group 1, Census Tract 4506.05, Alameda County, California",89,21,150,0,0,35,0,0,0,16,0,0,21,0,48,0,6,28,46,41,95,0,10,19,0,14,28,0,0,28,7,12,30,37,0,12,843,27,640,1731,23,"06","001","450605","1"
"Block Group 2, Census Tract 4506.05, Alameda County, California",43,23,30,0,0,13,21,0,0,3,0,9,0,0,71,0,24,0,94,0,6,0,10,56,0,0,0,0,0,26,0,3,31,36,0,11,719,11,133,873,77,"06","001","450605","2"
"Block Group 3, Census Tract 4334, Alameda County, California",23,0,14,16,0,0,0,10,31,0,0,0,0,0,42,0,0,18,30,0,13,17,0,0,0,22,0,0,0,0,0,0,19,32,0,0,140,27,187,371,84,"06","001","433400","3"
"Block Group 5, Census Tract 4334, Alameda County, California",38,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,17,92,42,17,17,0,0,21,0,0,57,0,0,0,0,20,19,30,14,0,60,82,758,920,0,"06","001","433400","5"
"Block Group 1, Census Tract 4334, Alameda County, California",0,18,0,0,0,0,15,0,0,0,0,0,0,0,19,18,29,63,18,80,0,0,0,29,51,0,0,0,0,0,0,72,0,13,0,46,220,39,482,755,168,"06","001","433400","1"
"Block Group 4, Census Tract 4334, Alameda County, California",42,25,132,0,0,0,0,62,0,12,31,30,28,0,17,23,47,83,18,0,0,18,0,0,0,65,14,0,0,25,0,59,22,51,0,0,190,164,1141,1615,14,"06","001","433400","4"
"Block Group 6, Census Tract 4334, Alameda County, California",36,32,0,22,0,0,0,0,85,52,0,21,0,0,57,16,122,19,0,31,21,0,0,0,0,95,34,0,0,26,86,95,50,42,0,0,385,207,629,1221,420,"06","001","433400","6"
"Block Group 2, Census Tract 4334, Alameda County, California",109,0,0,0,0,0,36,0,0,0,0,0,0,0,0,40,0,19,0,32,0,13,0,0,0,13,0,0,0,14,16,13,21,159,0,0,185,2,463,754,224,"06","001","433400","2"
"Block Group 3, Census Tract 4412, Alameda County, California",165,47,177,31,0,9,0,0,0,9,0,0,62,9,57,106,40,88,76,40,128,0,0,42,0,123,0,0,0,0,0,0,93,132,0,57,717,41,1504,2381,502,"06","001","441200","3"
"Block Group 2, Census Tract 4412, Alameda County, California",23,15,141,0,0,0,0,16,0,0,0,0,0,0,0,0,14,36,19,75,24,11,0,78,0,17,0,0,0,0,0,36,63,22,0,0,700,0,411,1235,139,"06","001","441200","2"
"Block Group 1, Census Tract 4412, Alameda County, California",10,30,102,0,7,35,23,0,27,0,0,95,64,38,26,72,52,155,38,12,44,32,7,66,24,93,129,0,0,26,69,64,16,140,0,49,1109,136,455,1903,817,"06","001","441200","1"
"Block Group 2, Census Tract 4444, Alameda County, California",69,0,126,48,0,8,8,9,0,19,0,5,38,0,97,82,137,107,0,9,17,0,8,12,10,51,0,0,0,0,37,33,69,166,9,0,337,146,569,1227,1281,"06","001","444400","2"
"Block Group 3, Census Tract 4444, Alameda County, California",38,0,26,0,0,0,0,0,0,11,0,42,14,0,19,44,54,102,0,30,9,19,0,28,0,8,96,0,0,24,5,52,36,39,0,12,410,103,271,821,561,"06","001","444400","3"
"Block Group 1, Census Tract 4444, Alameda County, California",49,0,32,0,0,15,0,0,8,0,0,0,67,11,7,19,55,83,0,0,0,0,0,49,0,17,29,0,0,0,0,0,20,103,0,45,270,0,335,726,370,"06","001","444400","1"
"Block Group 1, Census Tract 4362, Alameda County, California",6,26,0,4,0,0,0,20,6,0,0,27,61,0,8,7,138,25,75,11,24,0,0,0,0,24,0,0,0,0,47,40,30,36,30,0,61,392,269,738,735,"06","001","436200","1"
"Block Group 2, Census Tract 4362, Alameda County, California",14,0,11,0,0,0,0,0,0,16,7,19,116,0,38,65,129,212,32,0,0,0,0,7,8,56,19,0,0,24,100,59,53,106,20,41,463,335,191,1099,1577,"06","001","436200","2"
"Block Group 1, Census Tract 4379, Alameda County, California",14,4,24,3,0,18,3,4,0,18,0,4,4,7,14,33,52,60,54,5,7,0,0,29,0,15,8,4,0,20,14,27,30,44,0,4,86,73,175,409,722,"06","001","437900","1"
"Block Group 2, Census Tract 4379, Alameda County, California",20,0,29,0,0,5,0,0,0,7,0,12,10,0,25,6,89,98,6,4,14,9,0,12,5,4,9,0,0,64,28,6,72,57,9,39,108,62,223,475,848,"06","001","437900","2"
"Block Group 2, Census Tract 4417, Alameda County, California",186,41,183,0,0,17,18,11,0,0,0,35,5,0,65,27,5,76,38,34,38,4,0,19,0,109,31,0,0,62,24,68,0,19,0,6,584,44,1275,2098,236,"06","001","441700","2"
"Block Group 3, Census Tract 4417, Alameda County, California",25,17,46,0,0,0,0,0,0,0,0,99,152,0,32,26,66,53,0,0,17,0,0,38,0,25,0,0,0,49,32,18,42,14,0,22,141,137,59,337,891,"06","001","441700","3"
"Block Group 4, Census Tract 4417, Alameda County, California",84,0,71,0,0,8,27,26,0,0,0,23,0,0,190,82,0,129,62,71,17,0,0,48,0,16,27,0,0,15,0,22,14,53,0,82,656,110,1246,2140,440,"06","001","441700","4"
"Block Group 1, Census Tract 4417, Alameda County, California",18,47,255,0,0,39,0,14,14,0,0,0,10,48,110,85,0,0,9,151,47,29,14,23,0,13,0,0,0,0,0,59,0,132,0,81,476,84,1140,1780,171,"06","001","441700","1"
"Block Group 3, Census Tract 4075, Alameda County, California",0,0,0,0,0,0,0,0,0,72,0,7,25,40,0,18,16,22,0,0,0,21,0,0,0,0,0,0,0,17,25,0,36,54,0,0,130,487,130,820,129,"06","001","407500","3"
"Block Group 1, Census Tract 4075, Alameda County, California",0,0,0,0,0,0,0,0,0,26,0,31,0,0,32,12,147,52,0,0,0,0,0,0,0,13,0,0,0,74,6,28,22,12,0,0,49,173,9,356,663,"06","001","407500","1"
